Year,Company,Category,Currency,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income,Pre-tax Income,Taxes,Net Income,Total Assets,Current Assets,Total Liabilities,Current Liabilities,Share Holder Equity,Cash,Debt,Beginning Cash,Ending Cash,Cash Flow from Operating,Cash Flow from Investing,Cash Flow from Financial Activities,Earning Per Share,EBITDA
2020,Orion Technologies,LOGISTICS,USD,88398.0,64642.0,23756.0,13509.0,10247.0,9417.0,2354.0,7063.0,73809.0,31473.0,41824.0,22572.0,31985.0,-7729.0,27701.0,-8078.0,-7729.0,7042.0,-2250.0,-4443.0,4.0,13452.0
2021,Orion Technologies,LOGISTICS,USD,85731.0,65471.0,20260.0,13598.0,6662.0,6183.0,1546.0,4637.0,77387.0,24951.0,39922.0,17607.0,37465.0,-9680.0,19392.0,-7729.0,-9680.0,4041.0,-2195.0,-3797.0,2.63,11130.0
2022,Orion Technologies,LOGISTICS,USD,85375.0,64093.0,21282.0,13431.0,7851.0,7433.0,1858.0,5575.0,79270.0,31713.0,37294.0,17458.0,41976.0,-10451.0,17575.0,-9680.0,-10451.0,8052.0,-6968.0,-1855.0,3.16,12966.0
2023,Orion Technologies,LOGISTICS,USD,99528.0,78996.0,20532.0,11694.0,8838.0,8394.0,2098.0,6296.0,81514.0,20758.0,34927.0,18048.0,46587.0,-13157.0,16246.0,-10451.0,-13157.0,7052.0,-5640.0,-4118.0,3.57,16258.0
2016,Orion Group,MANUFACTURING,USD,47500.0,31860.0,15640.0,8630.0,7010.0,6540.0,1635.0,4905.0,61200.0,18281.0,32500.0,13153.0,28700.0,-22.0,15894.0,1850.0,-22.0,4263.0,-4196.0,-1939.0,6.44,8876.0
2017,Orion Group,MANUFACTURING,USD,46605.0,32030.0,14575.0,6413.0,8162.0,7500.0,1875.0,5625.0,65871.0,21168.0,33244.0,11786.0,32627.0,550.0,17169.0,-22.0,550.0,6359.0,-3105.0,-2682.0,7.38,11508.0
2018,Orion Group,MANUFACTURING,USD,47540.0,32603.0,14937.0,8172.0,6765.0,6197.0,1549.0,4648.0,72076.0,27631.0,35021.0,15437.0,37055.0,256.0,20757.0,550.0,256.0,5844.0,-3854.0,-2284.0,6.1,9756.0
2019,Orion Group,MANUFACTURING,USD,51153.0,35575.0,15578.0,8575.0,7003.0,6608.0,1652.0,4956.0,78421.0,20118.0,37385.0,19698.0,41036.0,1186.0,25476.0,256.0,1186.0,5816.0,-3987.0,-899.0,6.5,10954.0
2020,Orion Group,MANUFACTURING,USD,55510.0,39040.0,16470.0,8710.0,7760.0,7304.0,1826.0,5478.0,80518.0,23991.0,35323.0,18314.0,45195.0,3506.0,16502.0,1186.0,3506.0,5568.0,-2256.0,-992.0,7.19,9702.0
2021,Orion Group,MANUFACTURING,USD,54833.0,40407.0,14426.0,7284.0,7142.0,6812.0,1703.0,5109.0,84206.0,24486.0,35142.0,18246.0,49064.0,2445.0,20033.0,3506.0,2445.0,5497.0,-4626.0,-1932.0,6.7,10174.0
2022,Orion Group,MANUFACTURING,USD,62077.0,45114.0,16963.0,10471.0,6492.0,6184.0,1546.0,4638.0,89254.0,34537.0,35116.0,14588.0,54138.0,1982.0,18609.0,2445.0,1982.0,5306.0,-4398.0,-1371.0,6.09,9525.0
2023,Orion Group,MANUFACTURING,USD,71280.0,51313.0,19967.0,10265.0,9702.0,9161.0,2290.0,6871.0,95744.0,37002.0,37763.0,15780.0,57981.0,3029.0,19554.0,1982.0,3029.0,8868.0,-3551.0,-4270.0,9.02,12065.0
2016,Brightwater Works,PHARMA,USD,42700.0,23741.0,18959.0,12125.0,6834.0,6306.0,1576.0,4730.0,10300.0,2783.0,7100.0,2823.0,3200.0,5729.0,3417.0,5750.0,5729.0,4515.0,-3593.0,-943.0,2.11,8403.0
2017,Brightwater Works,PHARMA,USD,46930.0,24623.0,22307.0,14391.0,7916.0,7250.0,1812.0,5438.0,13152.0,3968.0,6951.0,3008.0,6201.0,8266.0,3452.0,5729.0,8266.0,6017.0,-1980.0,-1500.0,2.43,11510.0
2018,Brightwater Works,PHARMA,USD,55739.0,32396.0,23343.0,16853.0,6490.0,6059.0,1515.0,4544.0,17569.0,5146.0,7792.0,4193.0,9777.0,8839.0,3651.0,8266.0,8839.0,4506.0,-3294.0,-639.0,2.03,10584.0
2019,Brightwater Works,PHARMA,USD,57726.0,30185.0,27541.0,14630.0,12911.0,12358.0,3090.0,9268.0,21042.0,8583.0,7681.0,3710.0,13361.0,12848.0,4749.0,8839.0,12848.0,9537.0,-2425.0,-3103.0,4.14,17182.0
2020,Brightwater Works,PHARMA,USD,62971.0,35445.0,27526.0,16002.0,11524.0,10744.0,2686.0,8058.0,27729.0,11144.0,7631.0,3943.0,20098.0,16807.0,4807.0,12848.0,16807.0,8563.0,-3215.0,-1389.0,3.6,15607.0
2021,Brightwater Works,PHARMA,USD,74290.0,41288.0,33002.0,20169.0,12833.0,12121.0,3030.0,9091.0,36140.0,14166.0,8679.0,4395.0,27461.0,18421.0,5616.0,16807.0,18421.0,11565.0,-5907.0,-4044.0,4.06,18609.0
2022,Brightwater Works,PHARMA,USD,84489.0,49567.0,34922.0,24131.0,10791.0,10011.0,2503.0,7508.0,44358.0,15336.0,9705.0,4784.0,34653.0,20792.0,4383.0,18421.0,20792.0,9751.0,-3572.0,-3808.0,3.35,15636.0
2023,Brightwater Works,PHARMA,USD,81103.0,46828.0,34275.0,21914.0,12361.0,11454.0,2864.0,8590.0,48938.0,14312.0,9536.0,3831.0,39402.0,19645.0,6450.0,20792.0,19645.0,7747.0,-7134.0,-1760.0,3.84,17848.0
2016,Thornhill Technologies,RETAIL,USD,17600.0,12604.0,4996.0,3232.0,1764.0,1615.0,404.0,1211.0,61900.0,17273.0,37100.0,20158.0,24800.0,4444.0,19637.0,4900.0,4444.0,1076.0,-597.0,-935.0,0.5,3009.0
2017,Thornhill Technologies,RETAIL,USD,20336.0,14344.0,5992.0,3996.0,1996.0,1885.0,471.0,1414.0,61766.0,16367.0,36138.0,17914.0,25628.0,3600.0,16364.0,4444.0,3600.0,1883.0,-1545.0,-1182.0,0.59,3351.0
2018,Thornhill Technologies,RETAIL,USD,19910.0,15006.0,4904.0,3776.0,1128.0,1089.0,272.0,817.0,60956.0,21539.0,33952.0,12668.0,27004.0,2795.0,24471.0,3600.0,2795.0,776.0,-1252.0,-329.0,0.34,1768.0
2019,Thornhill Technologies,RETAIL,USD,24009.0,18073.0,5936.0,3774.0,2162.0,2056.0,514.0,1542.0,65289.0,17072.0,37695.0,16053.0,27594.0,2191.0,17074.0,2795.0,2191.0,1615.0,-920.0,-1299.0,0.64,2969.0
2020,Thornhill Technologies,RETAIL,USD,25331.0,19373.0,5958.0,5134.0,824.0,762.0,190.0,572.0,70744.0,18722.0,41651.0,15694.0,29093.0,700.0,22535.0,2191.0,700.0,486.0,-882.0,-1095.0,0.24,2599.0
2021,Thornhill Technologies,RETAIL,USD,26657.0,19215.0,7442.0,4147.0,3295.0,3204.0,801.0,2403.0,74699.0,27814.0,45093.0,18597.0,29606.0,683.0,25295.0,700.0,683.0,2470.0,-1907.0,-580.0,1.0,4542.0
2022,Thornhill Technologies,RETAIL,USD,26835.0,19030.0,7805.0,4877.0,2928.0,2673.0,668.0,2005.0,78858.0,34570.0,47529.0,21619.0,31329.0,679.0,31798.0,683.0,679.0,2014.0,-547.0,-1471.0,0.83,4142.0
2023,Thornhill Technologies,RETAIL,USD,32413.0,25269.0,7144.0,5985.0,1159.0,1078.0,270.0,808.0,81738.0,24550.0,48911.0,14851.0,32827.0,-737.0,35065.0,679.0,-737.0,1054.0,-2089.0,-381.0,0.34,2319.0
2016,Summit Systems,BANKING,USD,41100.0,19124.0,21976.0,11671.0,10305.0,9690.0,2422.0,7268.0,50200.0,20969.0,20300.0,7514.0,29900.0,7207.0,14631.0,850.0,7207.0,10029.0,-2432.0,-1240.0,2.72,12404.0
2017,Summit Systems,BANKING,USD,43694.0,20113.0,23581.0,14821.0,8760.0,8486.0,2122.0,6364.0,54431.0,14881.0,19245.0,6029.0,35186.0,10518.0,13023.0,7207.0,10518.0,7478.0,-1596.0,-2571.0,2.38,10654.0
2018,Summit Systems,BANKING,USD,42912.0,21460.0,21452.0,13719.0,7733.0,7483.0,1871.0,5612.0,59986.0,19385.0,18440.0,8474.0,41546.0,15162.0,10870.0,10518.0,15162.0,8033.0,-1651.0,-1738.0,2.1,9946.0
2019,Summit Systems,BANKING,USD,51176.0,26250.0,24926.0,17051.0,7875.0,7377.0,1844.0,5533.0,65601.0,21156.0,19811.0,7130.0,45790.0,14113.0,13961.0,15162.0,14113.0,4943.0,-3830.0,-2162.0,2.07,10932.0
2020,Summit Systems,BANKING,USD,54608.0,27158.0,27450.0,17014.0,10436.0,10105.0,2526.0,7579.0,71673.0,31431.0,21576.0,11067.0,50097.0,15090.0,11150.0,14113.0,15090.0,7209.0,-4863.0,-1369.0,2.84,14177.0
2021,Summit Systems,BANKING,USD,66021.0,30557.0,35464.0,20413.0,15051.0,14494.0,3624.0,10870.0,81842.0,33354.0,24411.0,9537.0,57431.0,18947.0,13174.0,15090.0,18947.0,11537.0,-5687.0,-1993.0,4.07,18979.0
2022,Summit Systems,BANKING,USD,63515.0,31422.0,32093.0,20776.0,11317.0,10917.0,2729.0,8188.0,91052.0,23676.0,25704.0,10511.0,65348.0,19968.0,14875.0,18947.0,19968.0,9111.0,-4376.0,-3714.0,3.07,14317.0
2023,Summit Systems,BANKING,USD,67733.0,33032.0,34701.0,19374.0,15327.0,14164.0,3541.0,10623.0,99158.0,24885.0,28859.0,13541.0,70299.0,24401.0,19727.0,19968.0,24401.0,13049.0,-4761.0,-3855.0,3.98,19713.0
2016,Lumen Holdings,ENERGY,USD,4400.0,3427.0,973.0,599.0,374.0,365.0,91.0,274.0,37400.0,16249.0,10200.0,5158.0,27200.0,849.0,5878.0,950.0,849.0,344.0,-369.0,-76.0,0.13,658.0
2017,Lumen Holdings,ENERGY,USD,5280.0,3935.0,1345.0,699.0,646.0,595.0,149.0,446.0,37533.0,15516.0,10103.0,3535.0,27430.0,761.0,6368.0,849.0,761.0,471.0,-445.0,-114.0,0.21,928.0
2018,Lumen Holdings,ENERGY,USD,5369.0,4267.0,1102.0,722.0,380.0,357.0,89.0,268.0,39018.0,16201.0,11188.0,5138.0,27830.0,526.0,6749.0,761.0,526.0,341.0,-455.0,-121.0,0.13,738.0
2019,Lumen Holdings,ENERGY,USD,5732.0,4580.0,1152.0,493.0,659.0,606.0,152.0,454.0,38666.0,10254.0,10658.0,3253.0,28008.0,468.0,7204.0,526.0,468.0,556.0,-299.0,-315.0,0.22,848.0
2020,Lumen Holdings,ENERGY,USD,5731.0,4297.0,1434.0,486.0,948.0,877.0,219.0,658.0,39018.0,9987.0,10703.0,4726.0,28315.0,768.0,6077.0,468.0,768.0,649.0,-284.0,-65.0,0.32,1324.0
2021,Lumen Holdings,ENERGY,USD,6065.0,4892.0,1173.0,486.0,687.0,660.0,165.0,495.0,40724.0,10759.0,11887.0,5992.0,28837.0,592.0,6835.0,768.0,592.0,468.0,-289.0,-355.0,0.24,1103.0
2022,Lumen Holdings,ENERGY,USD,6314.0,4976.0,1338.0,777.0,561.0,525.0,131.0,394.0,42605.0,14497.0,13398.0,5442.0,29207.0,95.0,9580.0,592.0,95.0,349.0,-527.0,-319.0,0.19,977.0
2023,Lumen Holdings,ENERGY,USD,6152.0,4706.0,1446.0,659.0,787.0,721.0,180.0,541.0,43275.0,11102.0,13821.0,6720.0,29454.0,164.0,6732.0,95.0,164.0,730.0,-520.0,-141.0,0.26,1043.0
2016,Thornhill Labs,IT,USD,89000.0,52206.0,36794.0,20152.0,16642.0,16172.0,4043.0,12129.0,68700.0,27780.0,33300.0,11692.0,35400.0,8393.0,15756.0,3600.0,8393.0,12924.0,-6359.0,-1772.0,127.67,21722.0
2017,Thornhill Labs,IT,USD,92516.0,58085.0,34431.0,18744.0,15687.0,14797.0,3699.0,11098.0,76744.0,33589.0,31853.0,9681.0,44891.0,10653.0,18991.0,8393.0,10653.0,11282.0,-5517.0,-3505.0,116.82,20769.0
2018,Thornhill Labs,IT,USD,112139.0,67481.0,44658.0,22206.0,22452.0,20553.0,5138.0,15415.0,85762.0,31192.0,32108.0,14230.0,53654.0,17535.0,22946.0,10653.0,17535.0,18402.0,-6535.0,-4985.0,162.26,30964.0
2019,Thornhill Labs,IT,USD,131151.0,76764.0,54387.0,27732.0,26655.0,24927.0,6232.0,18695.0,94551.0,24166.0,31255.0,15286.0,63296.0,25023.0,17081.0,17535.0,25023.0,17269.0,-4472.0,-5309.0,196.79,33180.0
2020,Thornhill Labs,IT,USD,133630.0,83903.0,49727.0,26931.0,22796.0,21236.0,5309.0,15927.0,112187.0,39029.0,34806.0,14310.0,77381.0,33309.0,18139.0,25023.0,33309.0,21422.0,-10576.0,-2560.0,167.65,29912.0
2021,Thornhill Labs,IT,USD,156805.0,100448.0,56357.0,38453.0,17904.0,17189.0,4297.0,12892.0,127048.0,44128.0,35624.0,18814.0,91424.0,32082.0,19225.0,33309.0,32082.0,18080.0,-12167.0,-7140.0,135.71,24794.0
2022,Thornhill Labs,IT,USD,180765.0,116775.0,63990.0,34639.0,29351.0,26781.0,6695.0,20086.0,138786.0,46247.0,38466.0,19107.0,100320.0,33803.0,27362.0,32082.0,33803.0,17538.0,-11414.0,-4403.0,211.43,38464.0
2023,Thornhill Labs,IT,USD,186276.0,108093.0,78183.0,42727.0,35456.0,32607.0,8152.0,24455.0,156599.0,66313.0,39401.0,17664.0,117198.0,38557.0,21710.0,33803.0,38557.0,26858.0,-15847.0,-6257.0,257.42,45216.0
2016,Beacon Industries,LOGISTICS,USD,42900.0,32614.0,10286.0,7263.0,3023.0,2853.0,713.0,2140.0,39700.0,12535.0,28700.0,15284.0,11000.0,5937.0,19954.0,6800.0,5937.0,2726.0,-2587.0,-1002.0,5.52,6225.0
2017,Beacon Industries,LOGISTICS,USD,48710.0,37330.0,11380.0,6050.0,5330.0,5161.0,1290.0,3871.0,41407.0,17315.0,28664.0,12293.0,12743.0,5606.0,12998.0,5937.0,5606.0,4540.0,-2191.0,-2680.0,9.98,8910.0
2018,Beacon Industries,LOGISTICS,USD,56933.0,43935.0,12998.0,7788.0,5210.0,4808.0,1202.0,3606.0,45916.0,20442.0,29549.0,9193.0,16367.0,3368.0,21953.0,5606.0,3368.0,3457.0,-4270.0,-1425.0,9.29,9659.0
2019,Beacon Industries,LOGISTICS,USD,69161.0,54156.0,15005.0,10497.0,4508.0,4341.0,1085.0,3256.0,46937.0,13948.0,27643.0,8440.0,19294.0,3258.0,17176.0,3368.0,3258.0,4526.0,-2383.0,-2253.0,8.39,9847.0
2020,Beacon Industries,LOGISTICS,USD,67914.0,50562.0,17352.0,10045.0,7307.0,7087.0,1772.0,5315.0,48802.0,16733.0,26397.0,8345.0,22405.0,2288.0,15760.0,3258.0,2288.0,4751.0,-5001.0,-720.0,13.7,9491.0
2021,Beacon Industries,LOGISTICS,USD,82001.0,59947.0,22054.0,10599.0,11455.0,10985.0,2746.0,8239.0,56245.0,18542.0,29208.0,12581.0,27037.0,3927.0,13654.0,2288.0,3927.0,7480.0,-2901.0,-2940.0,21.23,17776.0
2022,Beacon Industries,LOGISTICS,USD,90831.0,71654.0,19177.0,15341.0,3836.0,3745.0,936.0,2809.0,64664.0,22160.0,29976.0,9920.0,34688.0,-3186.0,16811.0,3927.0,-3186.0,2697.0,-5619.0,-4191.0,7.24,9426.0
2023,Beacon Industries,LOGISTICS,USD,97391.0,75876.0,21515.0,12831.0,8684.0,8507.0,2127.0,6380.0,68151.0,27725.0,31441.0,10966.0,36710.0,-5884.0,21457.0,-3186.0,-5884.0,6538.0,-3768.0,-5468.0,16.44,13726.0
